position,volume,cpc,keyword_difficulty,az_relevant,intent,cluster,query,url,collection,gap_type,gsc_impressions_28d,gsc_clicks_28d,gsc_position_28d,competitor_position,competitor_url
78,30,147.99000549316406,,False,informational,vehicle-crashes,psychological trauma after car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,2,0,84,,
78,20,0,,False,informational,other-claims,if your dog bites another dog,/can-animal-control-take-dog/,legacy-flat,deep_back,0,0,,,
79,590,119.81999969482422,,False,commercial,unknown,contingency attorney,/civil-lawyers-who-work-on-contingency/,legacy-flat,deep_back,0,0,,,
80,50,15.109999656677246,,False,informational,vehicle-crashes,car crash side effects,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
80,40,0,,False,informational,vehicle-crashes,what happens if you are underinsured and have an accident,/hit-by-uninsured-driver/,legacy-flat,deep_back,0,0,,,
80,20,0,,False,informational,unknown,personal injury settlement value calculator,/estimate-settlement/,legacy-flat,deep_back,0,0,,,
82,110,0,,False,informational,unknown,define attractive nuisance,/glossary/attractive-nuisance/,glossary,deep_back,1,0,83,,
82,70,2.7799999713897705,,False,commercial,meta,contingency lawyers for civil cases,/civil-lawyers-who-work-on-contingency/,legacy-flat,deep_back,0,0,,,
82,50,0,,False,informational,vehicle-crashes,what type of trauma is a car accident,/symptoms-car-accident-trauma/,legacy-flat,deep_back,0,0,,,
82,40,0,,True,commercial,vehicle-crashes,yuma truck accident lawyer,/personal-injury/truck-accident/,other,deep_back,0,0,,,
83,70,29.989999771118164,,False,informational,vehicle-crashes,uninsured motorist accidents,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
84,40,0,,False,informational,meta,inadequate security lawsuit,/premises-liability/negligent-security/,practice-area,deep_back,1,0,84,,
85,390,0,,True,commercial,vehicle-crashes,arizona truck accident attorney,/personal-injury/truck-accident/,other,deep_back,31,0,82.2,,
85,210,0,,False,informational,meta,settlement law definition,/glossary/settlement/,glossary,deep_back,2,0,88,,
85,50,0,,False,informational,vehicle-crashes,psychological shock after car accident,/psychological-effects-car-accidents/,legacy-flat,deep_back,1,0,86,,
85,20,0,,False,commercial,unknown,negligent hire,/premises-liability/negligent-hiring-or-training/,practice-area,deep_back,1,0,47,,
86,90,55.31999969482422,,False,informational,vehicle-crashes,i was hit by a drunk driver,/client-guides/hit-by-drunk-driver/,client-guide,deep_back,1,0,87,,
88,210,0,,False,informational,unknown,settlement legal definition,/glossary/settlement/,glossary,deep_back,2,0,89,,
88,20,5.550000190734863,,True,informational,unknown,is arizona a no fault insurance state,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,97,,
89,320,99.98999786376953,,False,informational,unknown,hit by an uninsured motorist,/hit-by-uninsured-driver/,legacy-flat,deep_back,1,0,85,,
90,90,8.289999961853027,,False,informational,meta,what is settlement in law,/glossary/settlement/,glossary,deep_back,1,0,90,,
91,110,0,,False,informational,unknown,what does settlement,/glossary/settlement/,glossary,deep_back,1,0,90,,
92,40,1.1800000667572021,,True,informational,vehicle-crashes,is arizona a no fault state for car accidents,/arizona-partial-fault-accident/,legacy-flat,deep_back,1,0,87,,
94,70,0,,False,informational,unknown,if traction conditions are hazardous you should,/premises-liability/hazardous-conditions/,practice-area,deep_back,0,0,,,
96,70,0,,False,informational,vehicle-crashes,uninsured motorist coverage hit and run,/hit-by-uninsured-driver-insured/,legacy-flat,deep_back,0,0,,,
96,40,0,,False,informational,vehicle-crashes,what happens if you are uninsured and have an accident,/uninsured-drivers-accident/,legacy-flat,deep_back,2,0,68,,
96,30,0,,False,informational,other-claims,level 5 dog bite settlement,/level-3-dog-bite-settlement-amounts-in-arizona-az-law-now/,legacy-flat,deep_back,0,0,,,
98,590,58.91999816894531,,False,informational,unknown,3rd party insurance claim,/glossary/third-party-claim/,glossary,deep_back,7,0,98.9,,
98,20,0,,False,informational,unknown,negligent hiring examples,/premises-liability/negligent-hiring-or-training/,practice-area,deep_back,0,0,,,
99,110,0,,False,informational,unknown,attractive nuisance definition,/glossary/attractive-nuisance/,glossary,deep_back,1,0,100,,
100,30,3.3399999141693115,,False,commercial,abuse-negligence,how much is malpractice insurance for a lawyer,/insurance-claim-lawyer-cost/,legacy-flat,deep_back,0,0,,,
